# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -i 506600000000 -s 10000000 /dev/sdf /dev/sdg dc_roig.log -nvvf -MA -e 1 -a 100000
# Start time:   2015-02-12 17:18:24
# Current time: 2015-02-12 17:20:47
# Copying non-tried blocks... Pass 1 (forwards)
# current_pos  current_status
0x75F3BC0000     ?
#      pos        size  status
0x664E480000  0x00010000  ?
0x664E490000  0x00010000  *
0x664E4A0000  0x00968080  ?
0x664EE08080  0x00007F80  *
0x664EE10000  0x00010000  ?
0x664EE20000  0x00010000  *
0x664EE30000  0x00961700  ?
0x664F791700  0x0000E900  *
0x664F7A0000  0x00010000  ?
0x664F7B0000  0x00010000  *
0x664F7C0000  0x0095AD80  ?
0x665011AD80  0x00005280  *
0x6650120000  0x00010000  ?
0x6650130000  0x00010000  *
0x6650140000  0x00964400  ?
0x6650AA4400  0x0000BC00  *
0x6650AB0000  0x00010000  ?
0x6650AC0000  0x00010000  *
0x6650AD0000  0x0095DA80  ?
0x665142DA80  0x00002580  *
0x6651430000  0x00010000  ?
0x6651440000  0x00010000  *
0x6651450000  0x00967100  ?
0x6651DB7100  0x00008F00  *
0x6651DC0000  0x00010000  ?
0x6651DD0000  0x00010000  *
0x6651DE0000  0x00960780  ?
0x6652740780  0x0000F880  *
0x6652750000  0x00010000  ?
0x6652760000  0x00010000  *
0x6652770000  0x00959E00  ?
0x66530C9E00  0x00006200  *
0x66530D0000  0x00010000  ?
0x66530E0000  0x00010000  *
0x66530F0000  0x00963480  ?
0x6653A53480  0x0000CB80  *
0x6653A60000  0x00010000  ?
0x6653A70000  0x00010000  *
0x6653A80000  0x0095CB00  ?
0x66543DCB00  0x00003500  *
0x66543E0000  0x00010000  ?
0x66543F0000  0x00010000  *
0x6654400000  0x00966180  ?
0x6654D66180  0x00009E80  *
0x6654D70000  0x00010000  ?
0x6654D80000  0x00010000  *
0x6654D90000  0x0095F800  ?
0x66556EF800  0x00000800  *
0x66556F0000  0x00010000  ?
0x6655700000  0x00010000  *
0x6655710000  0x00968E80  ?
0x6656078E80  0x00007180  *
0x6656080000  0x00010000  ?
0x6656090000  0x00010000  *
0x66560A0000  0x00962500  ?
0x6656A02500  0x0000DB00  *
0x6656A10000  0x00010000  ?
0x6656A20000  0x00010000  *
0x6656A30000  0x0095BB80  ?
0x665738BB80  0x00004480  *
0x6657390000  0x00010000  ?
0x66573A0000  0x00010000  *
0x66573B0000  0x00965200  ?
0x6657D15200  0x0000AE00  *
0x6657D20000  0x00010000  ?
0x6657D30000  0x00010000  *
0x6657D40000  0x0095E880  ?
0x665869E880  0x00001780  *
0x66586A0000  0x00010000  ?
0x66586B0000  0x00010000  *
0x66586C0000  0x00967F00  ?
0x6659027F00  0x00008100  *
0x6659030000  0x00010000  ?
0x6659040000  0x00010000  *
0x6659050000  0x00961580  ?
0x66599B1580  0x0000EA80  *
0x66599C0000  0x00010000  ?
0x66599D0000  0x00010000  *
0x66599E0000  0x0095AC00  ?
0x665A33AC00  0x00005400  *
0x665A340000  0x00010000  ?
0x665A350000  0x00010000  *
0x665A360000  0x00964280  ?
0x665ACC4280  0x0000BD80  *
0x665ACD0000  0x00010000  ?
0x665ACE0000  0x00010000  *
0x665ACF0000  0x0095D900  ?
0x665B64D900  0x00002700  *
0x665B650000  0x00010000  ?
0x665B660000  0x00010000  *
0x665B670000  0x00966F80  ?
0x665BFD6F80  0x00009080  *
0x665BFE0000  0x00010000  ?
0x665BFF0000  0x00010000  *
0x665C000000  0x00960600  ?
0x665C960600  0x0000FA00  *
0x665C970000  0x00010000  ?
0x665C980000  0x00010000  *
0x665C990000  0x00959C80  ?
0x665D2E9C80  0x00006380  *
0x665D2F0000  0x00010000  ?
0x665D300000  0x00010000  *
0x665D310000  0x00963300  ?
0x665DC73300  0x0000CD00  *
0x665DC80000  0x00010000  ?
0x665DC90000  0x00010000  *
0x665DCA0000  0x0095C980  ?
0x665E5FC980  0x00003680  *
0x665E600000  0x00010000  ?
0x665E610000  0x00010000  *
0x665E620000  0x00966000  ?
0x665EF86000  0x0000A000  *
0x665EF90000  0x00010000  ?
0x665EFA0000  0x00010000  *
0x665EFB0000  0x0095F680  ?
0x665F90F680  0x00000980  *
0x665F910000  0x00010000  ?
0x665F920000  0x00010000  *
0x665F930000  0x00968D00  ?
0x6660298D00  0x00007300  *
0x66602A0000  0x00010000  ?
0x66602B0000  0x00010000  *
0x66602C0000  0x00962380  ?
0x6660C22380  0x0000DC80  *
0x6660C30000  0x00010000  ?
0x6660C40000  0x00010000  *
0x6660C50000  0x0095BA00  ?
0x66615ABA00  0x00004600  *
0x66615B0000  0x00010000  ?
0x66615C0000  0x00010000  *
0x66615D0000  0x00965080  ?
0x6661F35080  0x0000AF80  *
0x6661F40000  0x00010000  ?
0x6661F50000  0x00010000  *
0x6661F60000  0x0095E700  ?
0x66628BE700  0x00001900  *
0x66628C0000  0x00010000  ?
0x66628D0000  0x00010000  *
0x66628E0000  0x00967D80  ?
0x6663247D80  0x00008280  *
0x6663250000  0x00010000  ?
0x6663260000  0x00010000  *
0x6663270000  0x00961400  ?
0x6663BD1400  0x0000EC00  *
0x6663BE0000  0x00010000  ?
0x6663BF0000  0x00010000  *
0x6663C00000  0x0095AA80  ?
0x666455AA80  0x00005580  *
0x6664560000  0x00010000  ?
0x6664570000  0x00010000  *
0x6664580000  0x00964100  ?
0x6664EE4100  0x0000BF00  *
0x6664EF0000  0x00010000  ?
0x6664F00000  0x00010000  *
0x6664F10000  0x0095D780  ?
0x666586D780  0x00002880  *
0x6665870000  0x00010000  ?
0x6665880000  0x00010000  *
0x6665890000  0x00966E00  ?
0x66661F6E00  0x00009200  *
0x6666200000  0x00010000  ?
0x6666210000  0x00010000  *
0x6666220000  0x00960480  ?
0x6666B80480  0x0000FB80  *
0x6666B90000  0x00010000  ?
0x6666BA0000  0x00010000  *
0x6666BB0000  0x00959B00  ?
0x6667509B00  0x00006500  *
0x6667510000  0x00010000  ?
0x6667520000  0x00010000  *
0x6667530000  0x00963180  ?
0x6667E93180  0x0000CE80  *
0x6667EA0000  0x00010000  ?
0x6667EB0000  0x00010000  *
0x6667EC0000  0x0095C800  ?
0x666881C800  0x00003800  *
0x6668820000  0x00010000  ?
0x6668830000  0x00010000  *
0x6668840000  0x00965E80  ?
0x66691A5E80  0x0000A180  *
0x66691B0000  0x00010000  ?
0x66691C0000  0x00010000  *
0x66691D0000  0x0095F500  ?
0x6669B2F500  0x00000B00  *
0x6669B30000  0x00010000  ?
0x6669B40000  0x00010000  *
0x6669B50000  0x00968B80  ?
0x666A4B8B80  0x00007480  *
0x666A4C0000  0x00010000  ?
0x666A4D0000  0x00010000  *
0x666A4E0000  0x00962200  ?
0x666AE42200  0x0000DE00  *
0x666AE50000  0x00010000  ?
0x666AE60000  0x00010000  *
0x666AE70000  0x0095B880  ?
0x666B7CB880  0x00004780  *
0x666B7D0000  0x00010000  ?
0x666B7E0000  0x00010000  *
0x666B7F0000  0x00964F00  ?
0x666C154F00  0x0000B100  *
0x666C160000  0x00010000  ?
0x666C170000  0x00010000  *
0x666C180000  0x0095E580  ?
0x666CADE580  0x00001A80  *
0x666CAE0000  0x00010000  ?
0x666CAF0000  0x00010000  *
0x666CB00000  0x00967C00  ?
0x666D467C00  0x00008400  *
0x666D470000  0x00010000  ?
0x666D480000  0x00010000  *
0x666D490000  0x00961280  ?
0x666DDF1280  0x0000ED80  *
0x666DE00000  0x00010000  ?
0x666DE10000  0x00010000  *
0x666DE20000  0x0095A900  ?
0x666E77A900  0x00005700  *
0x666E780000  0x00010000  ?
0x666E790000  0x00010000  *
0x666E7A0000  0x00963F80  ?
0x666F103F80  0x0000C080  *
0x666F110000  0x00010000  ?
0x666F120000  0x00010000  *
0x666F130000  0x0095D600  ?
0x666FA8D600  0x00002A00  *
0x666FA90000  0x00010000  ?
0x666FAA0000  0x00010000  *
0x666FAB0000  0x00966C80  ?
0x6670416C80  0x00009380  *
0x6670420000  0x00010000  ?
0x6670430000  0x00010000  *
0x6670440000  0x00960300  ?
0x6670DA0300  0x0000FD00  *
0x6670DB0000  0x00010000  ?
0x6670DC0000  0x00010000  *
0x6670DD0000  0x00959980  ?
0x6671729980  0x00006680  *
0x6671730000  0x00010000  ?
0x6671740000  0x00010000  *
0x6671750000  0x00963000  ?
0x66720B3000  0x0000B000  +
0x66720BE000  0x00002000  *
0x66720C0000  0x00010000  ?
0x66720D0000  0x00018000  +
0x66720E8000  0x00008000  *
0x66720F0000  0x0094C680  ?
0x6672A3C680  0x00003980  *
0x6672A40000  0x00010000  ?
0x6672A50000  0x00010000  *
0x6672A60000  0x00965D00  ?
0x66733C5D00  0x0000A300  *
0x66733D0000  0x00010000  ?
0x66733E0000  0x00010000  *
0x66733F0000  0x0095F380  ?
0x6673D4F380  0x00000C80  *
0x6673D50000  0x00010000  ?
0x6673D60000  0x00010000  *
0x6673D70000  0x00968A00  ?
0x66746D8A00  0x00007600  *
0x66746E0000  0x00010000  ?
0x66746F0000  0x00010000  *
0x6674700000  0x00962080  ?
0x6675062080  0x0000DF80  *
0x6675070000  0x00010000  ?
0x6675080000  0x00010000  *
0x6675090000  0x0095B700  ?
0x66759EB700  0x00004900  *
0x66759F0000  0x00010000  ?
0x6675A00000  0x00010000  *
0x6675A10000  0x00964D80  ?
0x6676374D80  0x0000B280  *
0x6676380000  0x00010000  ?
0x6676390000  0x00010000  *
0x66763A0000  0x0095E400  ?
0x6676CFE400  0x00001C00  *
0x6676D00000  0x00010000  ?
0x6676D10000  0x00010000  *
0x6676D20000  0x00967A80  ?
0x6677687A80  0x00008580  *
0x6677690000  0x00010000  ?
0x66776A0000  0x00010000  *
0x66776B0000  0x00961100  ?
0x6678011100  0x0000EF00  *
0x6678020000  0x00010000  ?
0x6678030000  0x00010000  *
0x6678040000  0x0095A780  ?
0x667899A780  0x00005880  *
0x66789A0000  0x00010000  ?
0x66789B0000  0x00010000  *
0x66789C0000  0x00963E00  ?
0x6679323E00  0x0000C200  *
0x6679330000  0x00010000  ?
0x6679340000  0x00010000  *
0x6679350000  0x0095D480  ?
0x6679CAD480  0x00002B80  *
0x6679CB0000  0x00010000  ?
0x6679CC0000  0x00010000  *
0x6679CD0000  0x00966B00  ?
0x667A636B00  0x00009500  *
0x667A640000  0x00010000  ?
0x667A650000  0x00010000  *
0x667A660000  0x00960180  ?
0x667AFC0180  0x0000FE80  *
0x667AFD0000  0x00010000  ?
0x667AFE0000  0x00010000  *
0x667AFF0000  0x00959800  ?
0x667B949800  0x00006800  *
0x667B950000  0x00010000  ?
0x667B960000  0x00010000  *
0x667B970000  0x00962E80  ?
0x667C2D2E80  0x0000D180  *
0x667C2E0000  0x00010000  ?
0x667C2F0000  0x00010000  *
0x667C300000  0x0095C500  ?
0x667CC5C500  0x00003B00  *
0x667CC60000  0x00010000  ?
0x667CC70000  0x00010000  *
0x667CC80000  0x00965B80  ?
0x667D5E5B80  0x0000A480  *
0x667D5F0000  0x00010000  ?
0x667D600000  0x00010000  *
0x667D610000  0x0095F200  ?
0x667DF6F200  0x00000E00  *
0x667DF70000  0x00010000  ?
0x667DF80000  0x00010000  *
0x667DF90000  0x00968880  ?
0x667E8F8880  0x00007780  *
0x667E900000  0x00010000  ?
0x667E910000  0x00010000  *
0x667E920000  0x00961F00  ?
0x667F281F00  0x0000E100  *
0x667F290000  0x00010000  ?
0x667F2A0000  0x00010000  *
0x667F2B0000  0x0095B580  ?
0x667FC0B580  0x00004A80  *
0x667FC10000  0x00010000  ?
0x667FC20000  0x00010000  *
0x667FC30000  0x00964C00  ?
0x6680594C00  0x0000B400  *
0x66805A0000  0x00010000  ?
0x66805B0000  0x00010000  *
0x66805C0000  0x0095E280  ?
0x6680F1E280  0x00001D80  *
0x6680F20000  0x00010000  ?
0x6680F30000  0x00010000  *
0x6680F40000  0x00967900  ?
0x66818A7900  0x00008700  *
0x66818B0000  0x00010000  ?
0x66818C0000  0x00010000  *
0x66818D0000  0x00960F80  ?
0x6682230F80  0x0000F080  *
0x6682240000  0x00010000  ?
0x6682250000  0x00010000  *
0x6682260000  0x0095A600  ?
0x6682BBA600  0x00005A00  *
0x6682BC0000  0x00010000  ?
0x6682BD0000  0x00010000  *
0x6682BE0000  0x00963C80  ?
0x6683543C80  0x0000C380  *
0x6683550000  0x00010000  ?
0x6683560000  0x00010000  *
0x6683570000  0x0095D300  ?
0x6683ECD300  0x00002D00  *
0x6683ED0000  0x00010000  ?
0x6683EE0000  0x00010000  *
0x6683EF0000  0x00966980  ?
0x6684856980  0x00009680  *
0x6684860000  0x00010000  ?
0x6684870000  0x00010000  *
0x6684880000  0x00960000  ?
0x66851E0000  0x00010000  *
0x66851F0000  0x00010000  ?
0x6685200000  0x00010000  *
0x6685210000  0x00959680  ?
0x6685B69680  0x00006980  *
0x6685B70000  0x00010000  ?
0x6685B80000  0x00010000  *
0x6685B90000  0x00962D00  ?
0x66864F2D00  0x0000D300  *
0x6686500000  0x00010000  ?
0x6686510000  0x00010000  *
0x6686520000  0x0095C380  ?
0x6686E7C380  0x00003C80  *
0x6686E80000  0x00010000  ?
0x6686E90000  0x00010000  *
0x6686EA0000  0x00965A00  ?
0x6687805A00  0x0000A600  *
0x6687810000  0x00010000  ?
0x6687820000  0x00010000  *
0x6687830000  0x0095F080  ?
0x668818F080  0x00000F80  *
0x6688190000  0x00010000  ?
0x66881A0000  0x00010000  *
0x66881B0000  0x00968700  ?
0x6688B18700  0x00007900  *
0x6688B20000  0x00010000  ?
0x6688B30000  0x00010000  *
0x6688B40000  0x00961D80  ?
0x66894A1D80  0x0000E280  *
0x66894B0000  0x00010000  ?
0x66894C0000  0x00010000  *
0x66894D0000  0x0095B400  ?
0x6689E2B400  0x00004C00  *
0x6689E30000  0x00010000  ?
0x6689E40000  0x00010000  *
0x6689E50000  0x00964A80  ?
0x668A7B4A80  0x0000B580  *
0x668A7C0000  0x00010000  ?
0x668A7D0000  0x00010000  *
0x668A7E0000  0x0095E100  ?
0x668B13E100  0x00001F00  *
0x668B140000  0x00010000  ?
0x668B150000  0x00010000  *
0x668B160000  0x00967780  ?
0x668BAC7780  0x00008880  *
0x668BAD0000  0x00010000  ?
0x668BAE0000  0x00010000  *
0x668BAF0000  0x00960E00  ?
0x668C450E00  0x0000F200  *
0x668C460000  0x00010000  ?
0x668C470000  0x00010000  *
0x668C480000  0x0095A480  ?
0x668CDDA480  0x00005B80  *
0x668CDE0000  0x00010000  ?
0x668CDF0000  0x00010000  *
0x668CE00000  0x00963B00  ?
0x668D763B00  0x0000C500  *
0x668D770000  0x00010000  ?
0x668D780000  0x00010000  *
0x668D790000  0x0095D180  ?
0x668E0ED180  0x00002E80  *
0x668E0F0000  0x00010000  ?
0x668E100000  0x00010000  *
0x668E110000  0x00966800  ?
0x668EA76800  0x00009800  *
0x668EA80000  0x00010000  ?
0x668EA90000  0x00010000  *
0x668EAA0000  0x0095FE80  ?
0x668F3FFE80  0x00000180  -
0x668F400000  0x00010000  ?
0x668F410000  0x00010000  *
0x668F420000  0x00969500  ?
0x668FD89500  0x00006B00  *
0x668FD90000  0x00010000  ?
0x668FDA0000  0x00010000  *
0x668FDB0000  0x00962B80  ?
0x6690712B80  0x0000D480  *
0x6690720000  0x00010000  ?
0x6690730000  0x00010000  *
0x6690740000  0x0095C200  ?
0x669109C200  0x00003E00  *
0x66910A0000  0x00010000  ?
0x66910B0000  0x00010000  *
0x66910C0000  0x00965880  ?
0x6691A25880  0x0000A780  *
0x6691A30000  0x00010000  ?
0x6691A40000  0x00010000  *
0x6691A50000  0x0095EF00  ?
0x66923AEF00  0x00001100  *
0x66923B0000  0x00010000  ?
0x66923C0000  0x00010000  *
0x66923D0000  0x00968580  ?
0x6692D38580  0x00007A80  *
0x6692D40000  0x00010000  ?
0x6692D50000  0x00010000  *
0x6692D60000  0x00961C00  ?
0x66936C1C00  0x0000E400  *
0x66936D0000  0x00010000  ?
0x66936E0000  0x00010000  *
0x66936F0000  0x0095B280  ?
0x669404B280  0x00004D80  *
0x6694050000  0x00010000  ?
0x6694060000  0x00010000  *
0x6694070000  0x00964900  ?
0x66949D4900  0x0000B700  *
0x66949E0000  0x00010000  ?
0x66949F0000  0x00010000  *
0x6694A00000  0x0095DF80  ?
0x669535DF80  0x00002080  *
0x6695360000  0x00010000  ?
0x6695370000  0x00010000  *
0x6695380000  0x00967600  ?
0x6695CE7600  0x00008A00  *
0x6695CF0000  0x00010000  ?
0x6695D00000  0x00010000  *
0x6695D10000  0x00960C80  ?
0x6696670C80  0x0000F380  *
0x6696680000  0x00010000  ?
0x6696690000  0x00010000  *
0x66966A0000  0x0095A300  ?
0x6696FFA300  0x00005D00  *
0x6697000000  0x00010000  ?
0x6697010000  0x00010000  *
0x6697020000  0x00963980  ?
0x6697983980  0x0000C680  *
0x6697990000  0x00010000  ?
0x66979A0000  0x00010000  *
0x66979B0000  0x0095D000  ?
0x669830D000  0x00003000  *
0x6698310000  0x00010000  ?
0x6698320000  0x00010000  *
0x6698330000  0x00966680  ?
0x6698C96680  0x00009980  *
0x6698CA0000  0x00010000  ?
0x6698CB0000  0x00010000  *
0x6698CC0000  0x0095FD00  ?
0x669961FD00  0x00000300  *
0x6699620000  0x00010000  ?
0x6699630000  0x00010000  *
0x6699640000  0x00969380  ?
0x6699FA9380  0x00006C80  *
0x6699FB0000  0x00010000  ?
0x6699FC0000  0x00010000  *
0x6699FD0000  0x00962A00  ?
0x669A932A00  0x0000D600  *
0x669A940000  0x00010000  ?
0x669A950000  0x00010000  *
0x669A960000  0x0095C080  ?
0x669B2BC080  0x00003F80  *
0x669B2C0000  0x00010000  ?
0x669B2D0000  0x00010000  *
0x669B2E0000  0x00965700  ?
0x669BC45700  0x0000A900  *
0x669BC50000  0x00010000  ?
0x669BC60000  0x00010000  *
0x669BC70000  0x0095ED80  ?
0x669C5CED80  0x00001280  *
0x669C5D0000  0x00010000  ?
0x669C5E0000  0x00010000  *
0x669C5F0000  0x00968400  ?
0x669CF58400  0x00007C00  *
0x669CF60000  0x00010000  ?
0x669CF70000  0x00010000  *
0x669CF80000  0x00961A80  ?
0x669D8E1A80  0x0000E580  *
0x669D8F0000  0x00010000  ?
0x669D900000  0x00010000  *
0x669D910000  0x0095B100  ?
0x669E26B100  0x00004F00  *
0x669E270000  0x00010000  ?
0x669E280000  0x00010000  *
0x669E290000  0x00964780  ?
0x669EBF4780  0x0000B880  *
0x669EC00000  0x00010000  ?
0x669EC10000  0x00010000  *
0x669EC20000  0x0095DE00  ?
0x669F57DE00  0x00002200  *
0x669F580000  0x00010000  ?
0x669F590000  0x00010000  *
0x669F5A0000  0x00967480  ?
0x669FF07480  0x00008B80  *
0x669FF10000  0x00010000  ?
0x669FF20000  0x00010000  *
0x669FF30000  0x00960B00  ?
0x66A0890B00  0x0000F500  *
0x66A08A0000  0x00010000  ?
0x66A08B0000  0x00010000  *
0x66A08C0000  0x0095A180  ?
0x66A121A180  0x00005E80  *
0x66A1220000  0x00010000  ?
0x66A1230000  0x00010000  *
0x66A1240000  0x00963800  ?
0x66A1BA3800  0x0000C800  *
0x66A1BB0000  0x00010000  ?
0x66A1BC0000  0x00010000  *
0x66A1BD0000  0x0095CE80  ?
0x66A252CE80  0x00003180  *
0x66A2530000  0x00010000  ?
0x66A2540000  0x00010000  *
0x66A2550000  0x00966500  ?
0x66A2EB6500  0x00009B00  *
0x66A2EC0000  0x00010000  ?
0x66A2ED0000  0x00010000  *
0x66A2EE0000  0x0095FB80  ?
0x66A383FB80  0x00000480  *
0x66A3840000  0x00010000  ?
0x66A3850000  0x00010000  *
0x66A3860000  0x00969200  ?
0x66A41C9200  0x00006E00  *
0x66A41D0000  0x00010000  ?
0x66A41E0000  0x00010000  *
0x66A41F0000  0x00962880  ?
0x66A4B52880  0x0000D780  *
0x66A4B60000  0x00010000  ?
0x66A4B70000  0x00010000  *
0x66A4B80000  0x0095BF00  ?
0x66A54DBF00  0x00004100  *
0x66A54E0000  0x00010000  ?
0x66A54F0000  0x00010000  *
0x66A5500000  0x00965580  ?
0x66A5E65580  0x0000AA80  *
0x66A5E70000  0x00010000  ?
0x66A5E80000  0x00010000  *
0x66A5E90000  0x0095EC00  ?
0x66A67EEC00  0x00001400  *
0x66A67F0000  0x00010000  ?
0x66A6800000  0x00010000  *
0x66A6810000  0x00968280  ?
0x66A7178280  0x00007D80  *
0x66A7180000  0x00010000  ?
0x66A7190000  0x00010000  *
0x66A71A0000  0x00961900  ?
0x66A7B01900  0x0000E700  *
0x66A7B10000  0x00010000  ?
0x66A7B20000  0x00010000  *
0x66A7B30000  0x0095AF80  ?
0x66A848AF80  0x00005080  *
0x66A8490000  0x00010000  ?
0x66A84A0000  0x00010000  *
0x66A84B0000  0x00964600  ?
0x66A8E14600  0x0000BA00  *
0x66A8E20000  0x00010000  ?
0x66A8E30000  0x00010000  *
0x66A8E40000  0x0095DC80  ?
0x66A979DC80  0x00002380  *
0x66A97A0000  0x00010000  ?
0x66A97B0000  0x00010000  *
0x66A97C0000  0x00967300  ?
0x66AA127300  0x00008D00  *
0x66AA130000  0x00010000  ?
0x66AA140000  0x00010000  *
0x66AA150000  0x00960980  ?
0x66AAAB0980  0x0000F680  *
0x66AAAC0000  0x00010000  ?
0x66AAAD0000  0x00010000  *
0x66AAAE0000  0x0095A000  ?
0x66AB43A000  0x00006000  *
0x66AB440000  0x00010000  ?
0x66AB450000  0x00010000  *
0x66AB460000  0x00963680  ?
0x66ABDC3680  0x0000C980  *
0x66ABDD0000  0x00010000  ?
0x66ABDE0000  0x00010000  *
0x66ABDF0000  0x0095CD00  ?
0x66AC74CD00  0x00003300  *
0x66AC750000  0x00010000  ?
0x66AC760000  0x00010000  *
0x66AC770000  0x00966380  ?
0x66AD0D6380  0x00009C80  *
0x66AD0E0000  0x00010000  ?
0x66AD0F0000  0x00010000  *
0x66AD100000  0x0095FA00  ?
0x66ADA5FA00  0x0000B600  +
0x66ADA6B000  0x00005000  *
0x66ADA70000  0x00010000  ?
0x66ADA80000  0x00010000  *
0x66ADA90000  0x00959080  ?
0x66AE3E9080  0x00006F80  *
0x66AE3F0000  0x00010000  ?
0x66AE400000  0x00010000  *
0x66AE410000  0x00962700  ?
0x66AED72700  0x0000D900  *
0x66AED80000  0x00010000  ?
0x66AED90000  0x00010000  *
0x66AEDA0000  0x0095BD80  ?
0x66AF6FBD80  0x00004280  *
0x66AF700000  0x00010000  ?
0x66AF710000  0x00010000  *
0x66AF720000  0x00965400  ?
0x66B0085400  0x0000AC00  *
0x66B0090000  0x00010000  ?
0x66B00A0000  0x00010000  *
0x66B00B0000  0x0095EA80  ?
0x66B0A0EA80  0x00001580  *
0x66B0A10000  0x00010000  ?
0x66B0A20000  0x00010000  *
0x66B0A30000  0x00968100  ?
0x66B1398100  0x00007F00  *
0x66B13A0000  0x00010000  ?
0x66B13B0000  0x00010000  *
0x66B13C0000  0x00961780  ?
0x66B1D21780  0x0000E880  *
0x66B1D30000  0x00010000  ?
0x66B1D40000  0x00010000  *
0x66B1D50000  0x0095AE00  ?
0x66B26AAE00  0x00005200  *
0x66B26B0000  0x00010000  ?
0x66B26C0000  0x00010000  *
0x66B26D0000  0x00964480  ?
0x66B3034480  0x0000BB80  *
0x66B3040000  0x00010000  ?
0x66B3050000  0x00010000  *
0x66B3060000  0x0095DB00  ?
0x66B39BDB00  0x00002500  *
0x66B39C0000  0x00010000  ?
0x66B39D0000  0x00010000  *
0x66B39E0000  0x00967180  ?
0x66B4347180  0x00008E80  *
0x66B4350000  0x00010000  ?
0x66B4360000  0x00010000  *
0x66B4370000  0x00960800  ?
0x66B4CD0800  0x0000F800  *
0x66B4CE0000  0x00010000  ?
0x66B4CF0000  0x00010000  *
0x66B4D00000  0x00959E80  ?
0x66B5659E80  0x00006180  *
0x66B5660000  0x00010000  ?
0x66B5670000  0x00010000  *
0x66B5680000  0x00963500  ?
0x66B5FE3500  0x0000CB00  *
0x66B5FF0000  0x00010000  ?
0x66B6000000  0x00010000  *
0x66B6010000  0x0095CB80  ?
0x66B696CB80  0x00003480  *
0x66B6970000  0x00010000  ?
0x66B6980000  0x00010000  *
0x66B6990000  0x00966200  ?
0x66B72F6200  0x00009E00  *
0x66B7300000  0x00010000  ?
0x66B7310000  0x00010000  *
0x66B7320000  0x0095F880  ?
0x66B7C7F880  0x00000780  *
0x66B7C80000  0x00010000  ?
0x66B7C90000  0x00010000  *
0x66B7CA0000  0x00968F00  ?
0x66B8608F00  0x00007100  *
0x66B8610000  0x00010000  ?
0x66B8620000  0x00010000  *
0x66B8630000  0x00962580  ?
0x66B8F92580  0x0000DA80  *
0x66B8FA0000  0x00010000  ?
0x66B8FB0000  0x00010000  *
0x66B8FC0000  0x0095BC00  ?
0x66B991BC00  0x00004400  *
0x66B9920000  0x00010000  ?
0x66B9930000  0x00010000  *
0x66B9940000  0x00965280  ?
0x66BA2A5280  0x0000AD80  *
0x66BA2B0000  0x00010000  ?
0x66BA2C0000  0x00010000  *
0x66BA2D0000  0x0095E900  ?
0x66BAC2E900  0x00001700  *
0x66BAC30000  0x00010000  ?
0x66BAC40000  0x00010000  *
0x66BAC50000  0x00967F80  ?
0x66BB5B7F80  0x00008080  *
0x66BB5C0000  0x00010000  ?
0x66BB5D0000  0x00010000  *
0x66BB5E0000  0x00961600  ?
0x66BBF41600  0x0000EA00  *
0x66BBF50000  0x00010000  ?
0x66BBF60000  0x00010000  *
0x66BBF70000  0x0095AC80  ?
0x66BC8CAC80  0x00005380  *
0x66BC8D0000  0x00010000  ?
0x66BC8E0000  0x00010000  *
0x66BC8F0000  0x00964300  ?
0x66BD254300  0x0000BD00  *
0x66BD260000  0x00010000  ?
0x66BD270000  0x00010000  *
0x66BD280000  0x0095D980  ?
0x66BDBDD980  0x00002680  *
0x66BDBE0000  0x00010000  ?
0x66BDBF0000  0x00010000  *
0x66BDC00000  0x00967000  ?
0x66BE567000  0x00009000  *
0x66BE570000  0x00010000  ?
0x66BE580000  0x00010000  *
0x66BE590000  0x00960680  ?
0x66BEEF0680  0x0000F980  *
0x66BEF00000  0x00010000  ?
0x66BEF10000  0x00010000  *
0x66BEF20000  0x00959D00  ?
0x66BF879D00  0x00006300  *
0x66BF880000  0x00010000  ?
0x66BF890000  0x00010000  *
0x66BF8A0000  0x00963380  ?
0x66C0203380  0x0000CC80  *
0x66C0210000  0x00010000  ?
0x66C0220000  0x00010000  *
0x66C0230000  0x0095CA00  ?
0x66C0B8CA00  0x00003600  *
0x66C0B90000  0x00010000  ?
0x66C0BA0000  0x00010000  *
0x66C0BB0000  0x00966080  ?
0x66C1516080  0x00009F80  *
